dim1,dim2,Species
0.515385518397307,0.260838099207958,C.cockayniana
0.0175703142168089,-0.394470224435544,C.cockayniana
0.465502399532173,0.262619926932604,C.cockayniana
-0.311070025328493,0.125051504753595,C.cockayniana
-0.157514585092554,-0.159151468607864,C.cockayniana
0.304976110089941,0.388734914073363,C.cockayniana
-0.196627903856171,-0.13729486629468,C.cockayniana
0.70479842122669,-0.044790140475141,C.cockayniana
0.542773153333755,0.117195303566502,C.cockayniana
0.774376802577508,-0.158273735779178,C.cockayniana
0.83047583738186,-0.263685731487604,C.cockayniana
0.552550054392737,0.125817298869361,C.cockayniana
0.205094146136114,0.433067546749036,C.cockayniana
0.738593071826,-0.277585938701716,C.cockayniana
0.542879773104542,0.488728416070181,C.cockayniana
-0.277973249576033,0.664795224127199,C.cockayniana
-0.893878831838624,-1.93765853800737,C.holosericea
-0.974360214390317,-1.95349672637222,C.holosericea
-0.0839033933152703,-1.31234620587019,C.holosericea
0.355174417292286,-1.7184251826805,C.holosericea
-0.773429103200441,-2.18742208452316,C.holosericea
0.768636809831247,-1.79088502900027,C.holosericea
-0.462231916847051,-1.83610906544439,C.holosericea
-0.840246129817497,-1.8670869241667,C.holosericea
0.47634706931549,-1.4544078427529,C.holosericea
0.330428479174126,-1.6056894862431,C.holosericea
-1.04676629593106,-2.2427433409776,C.holosericea
-1.59915272923944,-1.87988962978023,C.holosericea
-0.662878904006767,-2.19432689833308,C.holosericea
-0.386477045916048,-1.58140701824473,C.holosericea
-0.242679745767109,-1.80577319240863,C.holosericea
-1.27942357452124,-2.19197141698608,C.holosericea
0.742868304927968,-1.57707762773879,C.holosericea
-1.16053465822924,-2.13799350736123,C.holosericea
0.302835112867218,-1.25407831724465,C.holosericea
-1.35189804312746,-2.27580751200335,C.holosericea
-0.5414377881472,-1.63305309296856,C.holosericea
-0.792239558699976,-2.1675093522407,C.holosericea
1.09492476959601,-1.96351176009119,C.holosericea
-0.494090337703781,-2.16385916420606,C.holosericea
-0.636124009352437,-2.23094973875666,C.holosericea
-0.655777761887459,-1.56786033703591,C.holosericea
-0.106087093563557,-1.90735129292278,C.holosericea
-0.152008162263026,-2.03937972850139,C.holosericea
-0.226770984189723,-1.88423749612591,C.holosericea
-1.37315101678918,-2.37069795495854,C.holosericea
-0.867113477268991,-1.88148779798131,C.holosericea
-0.877652467823034,-1.78317284916507,C.holosericea
-1.06462187180172,-2.13981384376127,C.holosericea
-1.50023114294248,-1.94379450465727,C.holosericea
-1.06276378814521,-1.7513381835865,C.holosericea
0.644798835736784,-1.6005108640441,C.holosericea
-0.88674322135997,-1.74983713067266,C.inaccessa
-0.46223191684705,-1.83610906544439,C.inaccessa
-0.26466309277252,-1.79785440567798,C.inaccessa
-0.106087093563561,-1.90735129292278,C.inaccessa
-0.129671500605374,-1.95795259393432,C.inaccessa
-0.407588660899471,-1.77734421151866,C.inaccessa
-0.472162570195125,-1.84600914262542,C.inaccessa
-0.290974572805242,-2.09385365641441,C.inaccessa
-0.159477540566767,-2.11056447938707,C.inaccessa
-1.90570256558537,-1.30224522103157,C.lindsayi
-1.84644541877613,-1.40824720881147,C.lindsayi
-1.81191718123036,-1.38598917897472,C.lindsayi
-1.76739779103801,-1.30254217931828,C.lindsayi
-1.73548456433814,-1.29386139880919,C.lindsayi
-1.90223534872524,-1.42386478718575,C.lindsayi
-1.86095030412784,-1.41497213762022,C.lindsayi
0.929314374500747,-0.594658896974995,C.sinclairii
0.228442257810807,-0.474245331734779,C.sinclairii
0.48348945360401,-0.00561893994942149,C.sinclairii
0.340423862049458,0.0978394220487631,C.sinclairii
0.244236584500449,-0.711714625489586,C.sinclairii
0.615994559771544,-0.21020896439497,C.sinclairii
0.188471237415162,-0.388121346349092,C.sinclairii
0.750621020035033,-0.342991061761492,C.sinclairii
0.728257690519253,-0.210630477719356,C.sinclairii
0.552550054392742,0.125817298869358,C.sinclairii
0.263874157201214,0.389220194526687,C.sinclairii
0.551850280309622,-0.617953335561041,C.sinclairii
